,task_type,facet_product,facet_goal,facet_named,queries_num,access_area,access_common,access_item,evaluate_best,evaluate_correctn,evaluate_duplicat,evaluate_specific,evaluate_usefulne,find_common,find_known,find_specific,find_without,id_more,id_start,keep_link,learn_database,learn_domain,obtain_part,obtain_specific,obtain_whole,other,bknum_current,bksaved_current,pages_num,querylength,dwellserp,dwellcontent,timepercent,querynumber,clicks_num_segment,clicks_num_session,dwelltosave_cont,dwelltosave_serp,sources_num,refo_current_genera,refo_current_new,refo_current_repeat,refo_current_specia,refo_current_spelli,refo_current_stemid,refo_current_wordsu,state
347,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7,1,3.5653766606927135,9.016806439736254,0.1317583884520758,1,17,5,4.453923540028357,9.363874116712303,7,0,1,0,1,0,0,0,0
348,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,9,5.974315562977443,17.378003589303667,0.9436893347227844,3,2,0,-0.5646761838025256,32.22868195609577,5,0,0,0,1,0,0,0,2
349,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,1.0200363210933525,26.36469913667586,0.8756916242941679,0,10,13,3.2308066252906453,21.782940101989567,5,0,0,0,0,0,0,0,1
350,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,6,-1.1236933732775851,9.037635026596906,0.6502196939351854,2,2,19,1.767995389289186,32.53178992431308,2,0,0,1,1,0,0,0,1
351,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,-1.7722497586492167,26.07241774753882,0.6495183037159247,6,2,11,0.2887841093533816,2.0418453606692295,0,0,0,0,0,0,0,0,0
352,2,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,-2.397581266737627,8.682407296073986,0.36529754193784447,0,7,2,20.781815982031443,1.909090955495558,9,0,0,0,1,0,0,0,0
353,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,7,0,-1.1404219813355114,35.29169626392803,0.1247515263788627,0,9,6,43.32984276242259,2.609267428125565,4,0,0,0,0,0,0,0,1
354,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1.2566091204024707,141.65263968407612,0.40427724504747986,0,4,11,8.975325862590127,16.280685695445406,7,0,0,0,0,0,0,0,0
355,3,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1.0717401928842993,69.76681064629241,0.9916157067350908,3,5,-6,2.9252320268370133,22.235889480783264,1,0,0,0,1,0,0,0,0
356,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.5096263606014424,5.4332107202881925,0.8902565378001552,-1,1,0,-0.04389598507944381,1.6682969663267742,5,0,0,0,0,0,0,0,0
357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0854011511542279,6.096861204744806,0.9440748822002324,1,8,0,6.564675590286395,52.81579800371609,1,0,0,0,1,0,0,0,1
358,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,5,-0.9611940971529053,38.12053780107778,-0.028672484218999733,22,5,17,15.024323889329072,2.508634462745192,2,0,0,0,0,0,0,0,1
359,2,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,5.939879964594835,8.902951757759613,0.9622736234364616,0,4,-8,9.468773828722892,2.6555760883092856,2,0,0,0,1,0,0,0,1
360,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-1.05912490865675,26.182369694611086,-0.009220888351007789,-1,5,-3,9.22000391353108,11.52005834186934,4,0,0,0,1,0,0,0,2
361,2,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0.6561410133319079,28.82944051557302,-0.10314423082880234,0,1,-4,1.5358966499594249,28.1958357023901,2,0,0,0,0,0,0,0,1
362,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,-1.952140009914375,24.310806679748488,0.6493439486477074,0,0,25,23.224089031604624,56.85755784764885,3,0,0,0,0,0,0,0,1
363,2,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-4.397829328815204,7.354120402279317,0.33326597107532246,0,8,10,58.74894479672166,1.6232301253299342,3,0,0,0,0,0,0,0,0
364,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,-0.04206704781290671,54.36649877117857,0.5262013869794608,2,18,45,-2.2627867675820164,2.7244162980202593,5,0,0,1,0,0,0,0,2
365,2,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-1.386576623677839,6.461322484974291,0.4165705298812533,-1,3,0,46.999483691685334,1.259923730555341,2,0,0,0,0,0,0,0,1
366,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.872720763102798,3.8443209949640327,0.3915792538464067,0,6,1,13.762866885720253,2.8952750031108128,3,0,0,0,0,0,0,1,2
367,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,-4.11411356999907,45.8055698026925,1.0148717419892337,1,3,-3,-3.456361323811534,1.4457105606183744,2,0,0,0,0,0,0,0,0
368,3,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,5,11.25968834000724,15.231881100971277,-0.015319317712787994,1,5,7,15.244604695149052,19.657295166610872,5,0,0,0,0,0,0,0,2
369,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.29887879360147485,11.197092406652514,0.34923787942390294,2,12,0,-2.449793462719518,2.0406250829341612,1,0,0,0,0,0,0,0,0
370,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,5.507297048351226,25.12680776369926,1.099579415764448,0,2,0,-0.30351179473770173,2.6396969031826054,5,0,0,0,1,0,0,0,2
371,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7,2,5.639878686082109,23.686464394997337,1.0503054610513813,4,4,2,2.1834909651800136,1.4365834575987797,6,0,0,0,0,0,0,0,2
372,3,0,1,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0.2201169382307792,57.790964124554904,0.6741594420973526,0,10,-1,21.91549193212725,1.2675707436816221,2,0,0,0,0,0,0,0,1
373,3,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12.306430709031632,24.19465524370832,0.8399624088320999,0,3,0,-2.5364633804520156,46.31842629449964,3,0,0,0,0,0,0,0,1
374,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,-2.2213200919833405,29.99204033214559,0.6894270954801707,1,-2,16,2.6147235810466296,1.1547006155345292,4,0,0,0,1,0,0,0,3
375,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,1,0,-5,-1.1352145798454396,-3.226025205812199,0.8759681547570058,6,7,27,-0.0046443812477630075,2.2095741838316467,2,0,0,0,0,0,0,0,0
376,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,6.5803421188795435,40.626444549146484,0.8064756858332314,1,8,-3,-1.5637763336752508,1.205620562276195,5,0,0,0,0,0,0,0,0
377,3,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.07764669779734756,16.969995782414045,0.7039636857676372,2,5,-6,18.557782880719607,2.6080141808445303,1,0,0,0,0,0,0,0,0
378,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,2,-1.7482441045487342,9.170912110747441,0.08668206844544843,7,9,-5,2.1842679006892367,1.342115089379113,10,0,0,0,1,0,0,0,1
379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.7541682259854442,27.488970871263895,1.0767962823195711,0,2,29,13.329946276032263,2.0375257433461536,2,0,0,0,0,0,0,0,1
380,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,-0.9224016738179647,10.573764806636301,0.876962945928836,2,8,7,3.175878053492463,28.029544170090332,3,0,0,0,1,0,0,0,0
381,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,1,-0.3645097128043905,37.726046842724635,0.8883893973769417,5,2,18,1.5495929340247663,-0.4083004042674519,1,0,0,0,0,0,0,0,1
382,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,-1.32024615754393,25.21537968695926,0.33660131651425673,2,2,-8,2.1371933639423992,2.0347751123302094,3,0,0,0,0,0,0,0,0
383,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,-1.3870401593969892,47.46781941649235,0.6561557834213575,-1,2,17,1.7642755768433211,2.169832531309862,0,0,0,0,0,0,0,0,0
384,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,-2.0524011290385786,6.5263148909203945,0.2129912636439237,0,10,14,-3.217516221356885,53.81762522401203,3,0,0,0,0,0,0,0,0
385,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,1,-1.1461319169727182,17.25256236670136,0.533072881252202,1,9,-7,2.9461648348126364,1.482742945757038,5,0,0,0,1,0,0,0,1
386,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,17.619920662992513,46.901529074136306,0.03465431944505598,4,7,4,1.6641589523507212,-0.003139461647374109,1,0,0,0,1,0,0,0,2
387,2,0,1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0.013688908695686869,39.11280554865857,0.43567471428873283,0,9,5,36.43296688105361,2.7879002712481666,2,0,0,0,1,0,0,0,1
388,3,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0.1969481549309609,6.143446401711449,0.8457236240200556,7,3,4,8.727490182644344,2.921754402933617,15,0,0,0,0,0,0,0,1
389,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0.2802324608701521,10.231352185227141,0.05485919954687077,0,3,6,12.835884143221694,1.9653938379845086,7,0,0,0,1,0,0,0,0
390,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,-1.1984309305758236,31.75150070829984,0.9422861778422014,2,4,3,11.046743545146567,1.808479228166268,8,0,0,0,1,0,0,0,0
391,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,-3.046204535423573,13.755171939564223,0.2921280192287591,0,4,21,1.3026137631395007,1.2819033941551727,5,0,0,0,0,0,0,0,0
392,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,7,2.507189997403252,20.211737446356604,1.0802049655454091,4,4,26,7.889598223188404,0.6591680868235538,9,0,0,0,1,0,0,0,1
393,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,6,0,-1.553793295137866,8.662704429903226,0.09659775749484628,2,8,2,5.505320234399976,23.456543165299617,8,0,0,0,0,0,0,0,2
394,1,0,1,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,22,-0.8449607980285957,-0.8209031694126074,0.5630215943297245,5,6,48,10.99276736286506,1.6970294199687272,4,0,0,0,1,0,0,0,1
395,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,-1.6233881115520163,50.58288863605581,1.0194760532863616,1,5,0,18.575002455441805,2.8568513233590767,1,0,0,0,1,0,0,0,1
396,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,14.119674131474637,1.2478803765574007,0.4035813182384357,-1,2,1,6.213450030921392,1.4933172702575566,3,0,0,0,0,0,0,0,1
397,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,-1.1472808551153029,42.48955297241759,0.1686345098726289,3,1,23,-0.8993703262591932,26.90494435849022,3,0,0,0,1,0,0,0,1
398,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.043517974162689,34.04959990358477,0.7584409310740544,2,7,-3,0.07219644875945797,36.63304937619696,3,0,0,0,0,0,0,0,0
399,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,4,15.2076522962634,49.391849955647686,0.12146688520178091,17,9,-1,14.085765881909255,1.5166443364982232,5,0,0,0,0,0,0,0,1
400,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,-2.478679002892002,9.474485484722887,0.49842079383343196,8,8,26,-0.7124874950805875,19.561341455547993,4,0,0,0,0,0,0,0,1
401,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13.610721667210653,5.290238509509194,0.2582273732130462,2,13,7,90.4802151821174,0.5439129255398691,1,0,0,0,1,0,0,0,0
402,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,24.10948490863764,8.602559721255716,0.8094321836517514,4,2,2,0.9270069942320447,-0.0967101555995799,2,0,0,1,0,0,0,0,1
403,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,3.9794996257796775,14.359775075356149,0.841477044863723,0,18,-1,13.343812761237771,2.0797035014607053,5,0,0,1,1,0,0,0,0
404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4,-0.28846287926716563,38.70204318447206,0.37198852048741626,5,1,0,5.280381380603349,48.87969987967506,3,0,0,0,1,0,0,0,2
405,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.4245356465353893,-9.112299260486186,0.25793167769390996,1,18,24,0.09874113601182799,0.9454736518922078,2,0,0,0,0,0,0,0,2
406,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,8.686059219894862,43.55490046116769,0.3804415891306634,9,2,13,2.8231733527306844,-0.11934084131528,0,0,0,1,1,0,0,0,2
407,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,15.063297566706241,7.422453252833318,-0.004312196677972252,0,7,16,2.9257213416623093,-0.6512812047627217,0,0,0,0,1,0,0,0,0
408,2,0,0,0,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1.9163814824186605,3.2303183439284835,-0.059184724773330394,1,2,86,0.9638031400267772,-0.08116701206449578,0,0,0,0,1,0,0,0,1
409,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,-0.8925040240615513,24.296912708400136,0.1759208741202306,8,3,-2,0.48703494411021775,16.42230863270272,2,0,0,0,1,0,0,0,2
410,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,-0.5505417113160951,0.8239382786959548,0.7842856106998964,1,3,36,3.6741036695092566,1.8297148520431679,2,0,0,0,0,0,0,0,1
411,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,-2.6932265307072045,7.538793737145991,0.30020235729848366,0,1,7,2.639043264256977,1.2211862333154633,1,0,0,0,0,0,0,0,0
412,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,-1.4890275146365815,12.521388453407228,0.5187971574644599,0,7,1,25.065319840580063,60.46095128282144,5,0,0,0,1,0,0,0,2
413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,-1.7433931446491515,46.09226587709119,0.8170706642734648,1,8,10,-0.9500143311155536,0.9844017353571588,6,0,0,0,0,0,0,0,2
414,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2.094703935489033,64.91286182759563,0.6414604763554642,1,6,1,4.4463214565770475,2.333276527099549,4,0,0,0,0,0,0,0,1
415,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,6,-2.4894343283704226,9.377881799232549,0.24232032364163694,0,6,3,34.64596798983368,1.3217792509330852,2,0,0,0,0,0,0,0,0
416,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,-1.9630516892386303,12.153378996155249,0.12147531353598115,2,10,-3,1.9856187684030477,1.7435075800268034,3,0,0,0,0,0,0,0,2
417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,-2.5376335124626386,25.58709483991037,-0.05227760793309069,0,0,17,7.342236418126577,2.6995386517833997,3,0,0,1,1,0,0,0,0
418,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,13.612974452178335,17.393767503999225,0.8532507489115531,10,2,3,18.617256418021043,1.8361688935000586,5,0,0,0,1,0,0,0,0
419,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0.28548415234951835,54.32218380921955,0.49106157215445634,0,6,14,7.370835051233657,24.38826956428219,3,0,0,0,1,0,0,0,0
420,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,5,-0.5241638212335618,31.330731878911543,0.09288162290022595,-1,3,5,4.04010755239503,1.043418082272659,2,0,0,0,1,0,0,0,3
421,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,-2.156062991908772,65.50823367074949,0.5186597590119968,2,15,3,5.627911991133875,1.7472059337889205,2,0,0,0,0,0,0,0,0
422,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.5278070422519932,-1.7885203878781892,0.5218294393269318,2,9,-8,-0.7740660513150424,36.58385601516306,2,0,0,0,1,0,0,0,0
423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7.663627167976165,28.00068287417819,0.3332280361127185,0,10,3,22.755084679002415,2.253469594610909,5,0,0,0,0,0,0,0,1
424,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,-2.4859612015765973,3.045916010215587,0.19335383697014413,4,18,0,6.23968939916897,2.369576199475858,14,0,0,1,0,0,0,0,1
425,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,4.9663028639760185,25.770777856721104,0.4363716405639565,0,8,7,2.0369580334572603,2.443934054858127,1,0,1,0,0,0,0,0,2
426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-0.43205734990998934,-0.1830980242589857,1.0298955571922797,1,9,-6,-0.36846821822879905,35.05984440764848,3,0,0,0,1,0,0,0,0
427,3,0,1,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.8495927317820171,14.143445045245802,0.048315470708609864,1,4,43,12.294429412974212,1.3131356675431407,2,0,0,0,1,0,0,0,0
428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,5.370752992690253,8.68583851832209,-0.0006577455557732204,7,2,-2,6.350558163338988,2.567195657999274,3,0,0,0,1,0,0,1,2
429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,-1.0551257512088141,25.786008933812457,0.9091098460423819,0,5,28,24.277744578638604,57.629767646607434,3,0,0,0,1,0,0,0,1
430,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,-0.6274815684412821,18.801611651937677,0.8277104824101408,1,3,-6,-0.25972611836630755,37.23714646346497,4,0,0,0,0,0,0,0,0
431,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,-2.328450996364595,12.74788956189094,-0.2088792496985031,19,12,4,29.051118274209877,30.3944979363692,1,0,0,0,1,0,0,0,0
432,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,11.063759267543233,49.23649341976712,0.4630242559985833,8,6,21,37.14038007934869,1.7633891264468138,6,0,0,0,0,0,0,0,2
433,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,-0.3591485908268104,12.788293953083995,0.34444471686230427,-1,3,5,-0.0977946361025177,2.5087697794706623,4,0,0,0,0,0,0,0,1
434,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.542018725945062,50.88414609334842,0.7483101498543748,0,1,29,2.2736209507002334,20.59106446406563,3,0,0,0,1,0,0,0,2
435,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,2.9417861259818103,5.952256299045336,0.5265192627264311,4,1,17,-1.051333172766094,3.495088293811426,4,0,0,0,0,0,0,0,1
436,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,-2.205279816282557,0.03268378642636449,0.739564404141418,-3,4,-6,4.538162292437755,17.904440885455845,3,0,0,0,0,0,0,0,1
437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,4,-0.23169141013449224,25.068639822229503,0.6856033905861443,10,3,0,3.0111516181713265,25.831550781908344,6,0,0,0,0,0,0,0,1
438,3,0,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,6,9,-1.1193865727902392,24.81522076354698,0.7938816039703651,4,2,19,2.682221529582814,2.298720599850709,6,0,0,0,0,0,0,0,0
439,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,6,5.50365379922348,29.46387752613054,0.8505825360371286,2,2,43,3.525477240830246,2.265377264185117,6,0,0,0,0,0,0,0,1
440,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,12.85449680723119,24.90200147547291,0.7924478199184142,5,2,33,6.553813916076885,57.42416546259768,2,0,0,0,0,0,0,0,1
441,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,-1.7940989815401203,31.918107063723816,0.4072978065217958,0,4,39,-2.0191376672935277,43.50526498526706,3,0,0,0,0,0,0,0,1
442,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,-2.219980809181889,11.231764748954355,0.388653683616737,2,15,16,22.059307330181934,30.637944751025024,3,0,0,0,0,0,0,1,1
443,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,2.785459067603658,15.458273728367903,0.23227977777150585,1,7,41,-1.5751704904755517,23.06955003082878,5,0,0,0,0,0,0,0,1
444,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.5015505034944876,20.06616717291754,0.315378977141239,2,7,40,-1.567503696607659,35.018971553107804,3,0,0,0,0,0,0,1,2
445,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,-1.2250178562736407,15.162171176924709,1.0088231285808005,5,0,43,11.646626083664948,12.283703240493328,3,1,0,0,0,0,0,0,0
446,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1.6492331694849702,22.691158909494522,0.006672727257215211,0,-1,29,0.5743609118587738,24.62162153345992,2,0,0,0,0,0,0,0,0
447,2,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,5,4,-1.540334594131008,48.032126010384644,0.48901776817549775,8,2,24,14.46530792451939,1.881248780728278,5,0,0,1,0,0,0,0,0
448,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8,8,-2.2917257928094137,77.05019321345432,0.9750972537275093,-1,1,26,9.42515748472741,-0.73264862833806,3,0,0,0,1,0,0,0,0
449,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0.48379065980330754,15.9582079930862,0.24169998332709305,-1,5,32,23.084023137348808,51.95947800037543,0,0,0,0,0,0,0,0,1
450,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-2.583015971223709,1.266497345658891,0.12304100714097671,0,5,13,12.221115319012329,1.294325024565583,5,0,0,0,0,0,0,0,1
451,2,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-0.3327628707490211,27.089981329613924,-0.04949279680889487,0,9,25,1.3490446507186395,1.9991955110191815,9,0,0,0,1,0,0,0,1
