,index,id,studentID,task_id,score,content,time_stamp,target,session_id,query_order,query_len,session_end,query_dwell_time,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HOVER_count,CLICK_count,SCROLL_count,OVER_count,SEARCH_END_count,GOTO_PAGE_count,clicked_doc_count,query_relevance_count,query_key_count,task_relevance_count,task_key_count,query_nDCG3,query_nDCG5,query_nDCG10,task_nDCG3,task_nDCG5,task_nDCG10,query_precision3,query_precision5,query_precision10,task_precision3,task_precision5,task_precision10,num_of_click3,ave_query_relevant_score,ave_task_relevant_score,new_unique_query_terms_num,query_similarity,click_precision_query,click_precision_task,num_of_click5,num_of_click10,click_depth,state
335,1035,438,2017011398,7,4,TIMESTAMP=1513169507917	USER=2017011398	TASK=7	QUERY= 戒烟 方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513170000000.0,1,134,3,6,1,63438.0,1,2,64,1,0,12,1,351,1,0,0,1,1,1,1,1,0.296081911,0.416285362,0.731386061,0.296081911,0.416285362,0.718560821,0.333333333,0.6,0.7,0.333333333,0.6,0.7,1,3.0,3.0,0.25,0.375,1.0,1.0,1,0,3,3
336,152,439,2014011501,10,4,TIMESTAMP=1513169677687	USER=2014011501	TASK=10	QUERY= iphone6国内售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513170000000.0,1,135,1,12,0,129698.0,2,6,130,6,2,42,4,62,0,0,0,2,2,1,2,1,0.830810337,0.877722134,0.953558117,0.615117761,0.628371711,0.837517117,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,1.0,0.0,1.0,1.0,1,0,5,3
337,153,440,2014011501,10,3,TIMESTAMP=1513169708317	USER=2014011501	TASK=10	QUERY= iphone6带回国是否有关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513170000000.0,0,135,2,16,0,22557.0,1,1,41,1,1,16,0,13,0,0,0,0,0,0,0,0,0.343976597,0.476108589,0.735835114,0.397238142,0.387040264,0.715532021,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.368421053,0.473684211,0.0,0.0,0,0,29,3
338,154,441,2014011501,10,5,TIMESTAMP=1513169739577	USER=2014011501	TASK=10	QUERY= iphone6从香港带回国是否有关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513170000000.0,1,135,3,19,0,25040.0,1,1,25,1,1,2,1,0,0,0,0,1,1,1,1,1,0.665510298,0.758920735,0.780539614,0.665510298,0.758920735,0.770614266,1.0,1.0,0.9,1.0,1.0,0.8,1,2.0,2.0,0.157894737,0.842105263,1.0,1.0,1,0,2,3
339,155,442,2014011501,10,5,TIMESTAMP=1513169881798	USER=2014011501	TASK=10	QUERY= iphone6如何在香港购买	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513170000000.0,1,135,4,15,0,130401.0,1,6,47,6,1,12,3,0,0,0,0,3,3,3,3,3,0.435758817,0.640206994,0.766774916,0.435758817,0.640206994,0.766774916,0.666666667,0.8,0.75,0.666666667,0.8,0.75,2,3.0,2.666666667,0.208333333,0.416666667,1.0,1.0,2,0,3,2
340,156,443,2014011501,10,4,TIMESTAMP=1513169974145	USER=2014011501	TASK=10	QUERY= iphone6港版是否支持国内运营商	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513170000000.0,1,135,5,19,1,71165.0,1,5,54,5,0,24,5,0,1,0,0,5,5,4,5,4,0.865920364,0.984035222,0.984035222,0.865920364,0.984035222,0.984035222,1.0,1.0,1.0,1.0,1.0,1.0,3,2.0,2.0,0.4,0.36,1.0,1.0,4,0,4,3
341,1201,450,2018000001,3,1,TIMESTAMP=1513218428505	USER=2018000001	TASK=3	QUERY= 死飞自行车 清华大学	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513220000000.0,0,137,1,11,0,167293.0,1,6,158,3,1,36,3,664,0,0,0,3,2,0,2,0,0.333333333,0.474730675,0.711115239,0.333333333,0.474730675,0.711115239,1.0,0.8,0.8,1.0,0.8,0.8,1,1.0,1.0,1.0,0.0,0.666666667,0.666666667,1,2,8,1
342,1202,451,2018000001,3,4,TIMESTAMP=1513218944249	USER=2018000001	TASK=3	QUERY= 死飞 海淀	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513220000000.0,1,137,2,6,0,437568.0,1,12,199,6,1,52,6,563,0,0,0,6,6,6,6,5,0.865920364,0.834454688,0.958694832,0.865920364,0.7684444,0.944955298,1.0,0.8,0.8,1.0,0.8,0.7,3,2.833333333,2.166666667,0.166666667,0.25,1.0,1.0,4,1,6,1
343,1203,452,2018000001,3,3,TIMESTAMP=1513219443373	USER=2018000001	TASK=3	QUERY= 死飞 价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513220000000.0,0,137,3,6,0,468603.0,1,2,132,1,1,30,1,124,0,0,0,1,0,0,0,0,0.32960182,0.467033301,0.703675803,0.396641638,0.528593492,0.722405196,0.666666667,0.8,0.8,0.666666667,0.8,0.7,0,0.0,0.0,0.285714286,0.428571429,0.0,0.0,0,1,7,2
344,1204,453,2018000001,3,4,TIMESTAMP=1513219729438	USER=2018000001	TASK=3	QUERY= 死飞 注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513220000000.0,1,137,4,8,1,237731.0,1,10,210,5,0,24,4,291,1,0,0,4,4,2,4,2,0.343976597,0.379806104,0.714014872,0.428571429,0.440945037,0.730874904,1.0,0.8,0.9,1.0,0.8,0.9,0,2.0,2.0,0.444444444,0.333333333,1.0,1.0,1,2,7,3
345,1220,454,2018000001,10,4,TIMESTAMP=1513220429365	USER=2018000001	TASK=10	QUERY= 香港 iphone6 价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513220000000.0,1,138,1,14,0,288881.0,1,5,154,3,1,16,2,0,0,0,0,2,2,2,2,2,1.0,1.0,1.0,0.842828265,0.842828265,0.842828265,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.5,1.0,0.0,1.0,1.0,1,0,1,3
346,1221,455,2018000001,10,1,TIMESTAMP=1513220468985	USER=2018000001	TASK=10	QUERY=apple 官网	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513220000000.0,0,138,2,8,0,33003.0,2,0,99,0,1,18,0,179,0,0,1,0,0,0,0,0,0.597761092,0.694057666,0.803748068,0.515847492,0.595833783,0.762602305,1.0,1.0,0.8,1.0,1.0,0.8,0,0.0,0.0,0.25,0.1875,0.0,0.0,0,0,29,3
347,1222,456,2018000001,10,5,TIMESTAMP=1513220945261	USER=2018000001	TASK=10	QUERY=apple 香港 官网	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513220000000.0,1,138,3,11,0,468651.0,1,2,100,1,1,12,1,0,0,0,0,1,1,1,1,0,0.746215505,0.87569607,0.915923972,0.546262629,0.582592898,0.678364523,1.0,1.0,0.9,1.0,1.0,0.9,0,3.0,1.0,0.222222222,0.777777778,1.0,1.0,0,0,0,3
348,1223,457,2018000001,10,4,TIMESTAMP=1513221090665	USER=2018000001	TASK=10	QUERY=香港 iphone 入境关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513220000000.0,1,138,4,14,0,130444.0,1,4,103,2,1,22,2,87,0,0,0,2,2,1,2,1,0.612135869,0.719680286,0.901370834,0.746215505,0.816583202,0.921296115,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,0.470588235,0.294117647,1.0,1.0,1,0,1,3
349,1224,458,2018000001,10,5,TIMESTAMP=1513221270731	USER=2018000001	TASK=10	QUERY=香港 iphone6 入境关税	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513220000000.0,1,138,5,15,0,172246.0,1,3,139,2,1,28,1,304,0,0,0,1,1,1,1,1,0.830810337,0.794254506,0.916604346,0.830810337,0.877722134,0.935142161,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,3.0,0.071428571,0.928571429,1.0,1.0,1,0,2,3
350,1225,459,2018000001,10,4,TIMESTAMP=1513221803514	USER=2018000001	TASK=10	QUERY=香港 iphone6 运营商	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513220000000.0,1,138,6,14,0,508908.0,1,8,139,4,1,20,4,154,0,0,0,4,3,1,3,1,0.470786921,0.471247167,0.752072197,0.761730857,0.706640719,0.845573321,0.666666667,0.6,0.7,1.0,0.8,0.8,1,1.25,1.25,0.176470588,0.588235294,0.75,0.75,2,1,7,3
351,1226,460,2018000001,10,3,TIMESTAMP=1513221935448	USER=2018000001	TASK=10	QUERY=香港 iphone6 电信 破解	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513220000000.0,0,138,7,16,1,109194.0,1,8,156,5,0,32,2,10,1,0,0,2,2,2,2,1,1.0,0.982892082,0.982892082,1.0,0.990392913,0.990392913,1.0,0.8,0.8,1.0,0.8,0.8,1,3.0,1.5,0.235294118,0.588235294,1.0,1.0,1,0,1,3
352,1058,463,2017011419,7,5,TIMESTAMP=1513232276859	USER=2017011419	TASK=7	QUERY= 戒烟的好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513230000000.0,1,140,1,6,0,397601.0,1,3,54,3,1,6,2,287,0,0,0,2,2,2,2,2,0.746215505,0.816583202,0.929244732,0.746215505,0.816583202,0.918404779,1.0,1.0,0.9,1.0,1.0,0.9,0,3.0,3.0,1.0,0.0,1.0,1.0,0,1,8,3
353,1059,464,2017011419,7,4,TIMESTAMP=1513232657196	USER=2017011419	TASK=7	QUERY= 戒烟的副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513230000000.0,1,140,2,7,0,360240.0,1,4,83,4,1,16,3,237,0,0,0,3,3,2,3,2,0.640366253,0.845731438,0.875189995,0.511576142,0.587920021,0.814544693,0.666666667,0.8,0.7,0.666666667,0.8,0.7,1,2.333333333,2.333333333,0.333333333,0.444444444,1.0,1.0,2,0,4,3
354,1060,465,2017011419,7,5,TIMESTAMP=1513232922931	USER=2017011419	TASK=7	QUERY= 戒烟的方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513230000000.0,1,140,3,6,1,249700.0,1,2,69,2,0,4,2,0,1,0,0,2,2,2,2,2,0.731840728,0.674989091,0.865485246,0.731840728,0.674989091,0.865485246,1.0,0.8,0.9,1.0,0.8,0.9,2,3.0,3.0,0.222222222,0.444444444,1.0,1.0,2,0,2,3
355,1061,466,2017011419,8,4,TIMESTAMP=1513233203973	USER=2017011419	TASK=8	QUERY=谷歌眼镜	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513230000000.0,1,141,1,4,0,117429.0,1,3,68,3,1,10,2,0,0,0,0,2,2,2,2,2,0.530721274,0.577372166,0.82687103,0.227451975,0.425628854,0.69591226,1.0,1.0,1.0,1.0,1.0,1.0,0,3.0,3.0,1.0,0.0,1.0,1.0,1,0,4,1
356,1062,467,2017011419,8,5,TIMESTAMP=1513233291354	USER=2017011419	TASK=8	QUERY=谷歌眼镜使用方式	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513230000000.0,1,141,2,8,0,79515.0,1,1,33,1,1,10,1,0,0,0,0,1,1,1,1,1,0.843573758,0.716040277,0.924782421,0.629134405,0.608606787,0.799013993,1.0,0.8,0.9,1.0,0.8,0.9,1,2.0,2.0,0.5,0.5,1.0,1.0,1,0,1,3
357,1063,468,2017011419,8,3,TIMESTAMP=1513233499429	USER=2017011419	TASK=8	QUERY=谷歌眼镜售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,141,3,6,0,186117.0,1,4,42,4,1,16,4,365,0,0,0,4,4,2,4,2,0.597761092,0.709291253,0.827055715,0.597761092,0.625823624,0.804005515,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,0.2,0.4,1.0,1.0,2,1,6,3
358,1064,469,2017011419,8,3,TIMESTAMP=1513233542470	USER=2017011419	TASK=8	QUERY=谷歌眼镜目前售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,141,4,8,1,34683.0,1,1,2,1,0,2,1,166,1,0,0,1,1,1,1,1,0.731840728,0.806194168,0.907214832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3.0,3.0,0.25,0.75,1.0,1.0,0,0,0,3
359,1052,470,2017011419,3,1,TIMESTAMP=1513233782777	USER=2017011419	TASK=3	QUERY= 死飞的购买渠道购买、注意事项和价格区间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513230000000.0,0,142,1,20,0,14018.0,1,0,29,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.430676558,0.430676558,0.0,0.430676558,0.430676558,0.0,0.2,0.1,0.0,0.2,0.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,29,2
360,1053,471,2017011419,3,5,TIMESTAMP=1513233863616	USER=2017011419	TASK=3	QUERY= 死飞的购买渠道	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513230000000.0,1,142,2,8,0,69492.0,1,1,18,1,1,2,1,0,0,0,0,1,1,0,1,0,1.0,1.0,0.988800903,0.515847492,0.595833783,0.756283127,1.0,1.0,0.875,1.0,1.0,0.875,0,1.0,1.0,0.0,0.444444444,1.0,1.0,0,0,0,2
361,1054,472,2017011419,3,4,TIMESTAMP=1513234023689	USER=2017011419	TASK=3	QUERY= 骑死飞的注意事项’	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513230000000.0,1,142,3,10,0,141825.0,1,3,4,3,1,4,2,492,0,0,0,2,2,0,2,0,0.463681456,0.528920708,0.768156632,0.396641638,0.488067952,0.720362875,1.0,1.0,1.0,0.666666667,0.8,0.9,2,1.0,1.0,0.428571429,0.285714286,1.0,1.0,2,0,2,3
362,1055,473,2017011419,3,2,TIMESTAMP=1513234097255	USER=2017011419	TASK=3	QUERY= 死飞的价格区间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513230000000.0,0,142,4,8,0,60797.0,1,2,59,2,1,12,2,220,0,0,0,2,1,1,1,1,0.494931689,0.788302352,0.8102572,1.0,0.9026211,0.970687356,1.0,1.0,0.8,1.0,1.0,0.8,0,2.0,2.0,0.285714286,0.285714286,0.5,0.5,0,1,9,3
363,1056,474,2017011419,3,3,TIMESTAMP=1513234280230	USER=2017011419	TASK=3	QUERY= 死飞的价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,142,5,6,1,165345.0,1,4,46,4,0,10,3,82,1,0,0,3,3,2,3,2,0.496496804,0.701367817,0.74973573,0.629898969,0.706005191,0.764446643,1.0,0.8,0.9,1.0,0.8,0.9,3,2.333333333,1.666666667,0.0,0.75,1.0,1.0,3,0,3,3
364,1227,475,2018000001,11,4,TIMESTAMP=1513234413040	USER=2018000001	TASK=11	QUERY= 清华大学游泳馆 价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513230000000.0,1,145,1,11,0,162612.0,3,6,180,3,1,50,2,231,0,0,2,2,2,2,2,2,0.798880546,0.788566423,0.914477815,0.562651065,0.713496449,0.799775352,1.0,1.0,0.9,1.0,1.0,0.9,0,3.0,2.5,1.0,0.0,1.0,1.0,1,0,4,3
365,1228,476,2018000001,11,3,TIMESTAMP=1513234504743	USER=2018000001	TASK=11	QUERY= 清华大学游泳馆 办卡	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,145,2,11,0,77263.0,1,6,127,3,1,26,2,99,0,0,0,2,2,2,2,2,0.90377944,0.810131544,0.936898932,0.765360637,0.711243336,0.893486889,1.0,0.8,0.8,0.666666667,0.6,0.6,0,2.5,2.5,0.166666667,0.666666667,1.0,1.0,0,1,7,3
366,1049,477,2017011419,1,3,TIMESTAMP=1513234666704	USER=2017011419	TASK=1	QUERY= 适合新员工培训时采用，大约十人参与的破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,143,1,23,1,232898.0,1,5,53,5,0,10,4,539,1,0,0,4,3,3,3,3,0.615117761,0.822714919,0.858579584,0.615117761,0.822714919,0.858579584,1.0,1.0,1.0,1.0,1.0,1.0,2,2.333333333,2.333333333,1.0,0.0,0.75,0.75,2,1,8,2
367,1229,479,2018000001,11,4,TIMESTAMP=1513234738466	USER=2018000001	TASK=11	QUERY= 清华大学游泳馆 学生价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513230000000.0,1,145,3,13,0,217561.0,2,8,230,4,1,72,3,229,0,0,1,3,1,1,2,1,0.798880546,0.729444184,0.921237465,1.0,0.874798557,0.964602012,1.0,1.0,0.9,1.0,1.0,0.9,0,1.5,2.0,0.230769231,0.615384615,0.333333333,0.666666667,0,3,10,3
368,1230,481,2018000001,11,1,TIMESTAMP=1513234814366	USER=2018000001	TASK=11	QUERY= 清华大学游泳馆 冬季开放时间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513230000000.0,0,145,4,15,0,67133.0,1,4,146,2,1,30,2,292,0,0,0,2,1,1,1,1,0.847266889,0.794323337,0.928161537,0.502798635,0.476673577,0.787166537,0.666666667,0.6,0.8,0.666666667,0.4,0.6,1,1.5,1.5,0.352941176,0.470588235,0.5,0.5,1,0,1,3
369,1231,482,2018000001,11,1,TIMESTAMP=1513234874830	USER=2018000001	TASK=11	QUERY= 清华大学游泳馆 冬天 开放时间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513230000000.0,0,145,5,16,0,47454.0,1,2,78,1,1,26,1,124,0,0,0,1,1,1,1,1,0.802612059,0.824992546,0.929905968,0.706919359,0.693006879,0.876107289,1.0,1.0,0.8,1.0,0.8,0.6,1,2.0,3.0,0.066666667,0.866666667,1.0,1.0,1,0,1,3
370,1232,483,2018000001,11,1,TIMESTAMP=1513234906568	USER=2018000001	TASK=11	QUERY= 清华大学游泳馆 冬季	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513230000000.0,0,145,6,11,0,26554.0,1,0,43,0,1,10,0,109,0,0,0,0,0,0,0,0,0.629690883,0.755115421,0.891702632,0.865920364,0.899556177,0.956795475,1.0,1.0,0.9,1.0,0.8,0.8,0,0.0,0.0,0.066666667,0.6,0.0,0.0,0,0,29,2
371,1233,484,2018000001,11,1,TIMESTAMP=1513234928816	USER=2018000001	TASK=11	QUERY=陈明游泳馆 冬季	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513230000000.0,0,145,7,8,1,16004.0,1,0,31,0,0,2,0,111,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,1.0,0.6,0.3,0,0.0,0.0,0.166666667,0.5,0.0,0.0,0,0,29,2
372,1050,485,2017011419,2,4,TIMESTAMP=1513235024312	USER=2017011419	TASK=2	QUERY= 5月份北京周边的旅游去处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513240000000.0,1,147,1,13,0,130284.0,1,3,108,3,1,10,1,179,0,0,0,1,1,1,1,1,1.0,1.0,0.985810118,0.804612906,0.947881595,0.954362851,1.0,1.0,0.9,1.0,1.0,0.9,1,3.0,3.0,1.0,0.0,1.0,1.0,1,0,1,2
373,1051,488,2017011419,2,3,TIMESTAMP=1513235198669	USER=2017011419	TASK=2	QUERY= 南宫生态旅游度假区	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513240000000.0,0,147,2,10,1,156827.0,1,5,99,5,0,16,2,193,1,0,0,2,1,1,1,1,1.0,1.0,0.97888951,1.0,1.0,0.983172688,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,0.35,0.15,0.5,0.5,1,0,1,3
374,220,489,2014310881,1,3,TIMESTAMP=1513234104893	USER=2014310881	TASK=1	QUERY= 员工培训 破冰游戏	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,148,1,10,1,316377.0,1,8,179,8,0,46,7,52,1,0,0,6,5,5,5,5,1.0,0.85393165,0.952622013,1.0,0.77895732,0.941419671,1.0,0.8,0.9,1.0,0.8,0.9,2,3.0,2.8,1.0,0.0,0.833333333,0.833333333,3,2,8,2
375,1069,490,2017011419,11,1,TIMESTAMP=1513235461799	USER=2017011419	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513240000000.0,0,149,1,8,0,8767.0,2,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,29,1
376,1070,491,2017011419,11,1,TIMESTAMP=1513235477283	USER=2017011419	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513240000000.0,0,149,2,8,0,8767.0,2,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,29,1
377,1234,492,2018000001,12,5,TIMESTAMP=1513235453217	USER=2018000001	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513240000000.0,1,151,1,4,0,298948.0,1,6,84,3,1,6,2,0,0,0,0,2,1,1,1,1,0.590788903,0.756773775,0.870552241,0.349370093,0.603870076,0.715802316,0.666666667,0.8,0.9,0.666666667,0.8,0.8,1,3.0,2.0,1.0,0.0,0.5,0.5,1,0,2,1
378,1235,493,2018000001,12,2,TIMESTAMP=1513235592185	USER=2018000001	TASK=12	QUERY= 辽宁号 对比	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513240000000.0,0,151,2,7,0,127951.0,1,4,132,2,1,40,1,167,0,0,0,1,1,1,1,1,0.227451975,0.329197518,0.6970586,0.227451975,0.391176249,0.664965021,0.666666667,0.8,0.9,0.666666667,0.8,0.9,0,3.0,3.0,0.333333333,0.666666667,1.0,1.0,0,1,9,2
379,1071,494,2017011419,11,3,TIMESTAMP=1513235719453	USER=2017011419	TASK=11	QUERY= 清华大学里的游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513240000000.0,0,149,3,10,0,226572.0,1,4,164,4,1,28,3,111,0,0,0,3,2,1,2,2,0.396641638,0.488962549,0.763546966,0.363121729,0.502404241,0.745008216,1.0,1.0,0.9,0.666666667,0.8,0.8,2,2.0,3.0,0.2,0.8,0.666666667,0.666666667,3,0,4,2
380,1236,495,2018000001,12,1,TIMESTAMP=1513235688666	USER=2018000001	TASK=12	QUERY= 辽宁号 比较	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513240000000.0,0,151,3,7,0,86214.0,1,4,111,2,1,16,2,138,0,0,0,2,1,0,1,0,0.562651065,0.45986449,0.769596407,0.262670777,0.275202542,0.605935505,1.0,0.8,0.9,1.0,0.8,0.8,1,0.5,0.5,0.142857143,0.714285714,0.5,0.5,2,0,4,2
381,233,496,2014310881,10,3,TIMESTAMP=1513234552085	USER=2014310881	TASK=10	QUERY= iPhone6 港版价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513230000000.0,0,150,1,13,0,164988.0,1,3,133,3,1,20,3,0,0,0,0,3,3,2,3,2,0.454538204,0.707526398,0.707526398,0.454538204,0.707526398,0.707526398,0.666666667,0.75,0.75,0.666666667,0.75,0.75,2,2.333333333,2.333333333,1.0,0.0,1.0,1.0,2,0,3,3
382,1072,497,2017011419,11,2,TIMESTAMP=1513235828060	USER=2017011419	TASK=11	QUERY= 陈明游泳馆学生票价格及办理游泳卡价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513240000000.0,0,149,4,19,0,89536.0,1,4,79,4,1,16,4,248,0,0,0,4,4,2,4,4,0.397480373,0.512520393,0.750670855,0.731840728,0.700253226,0.858527207,1.0,1.0,0.8,1.0,1.0,0.8,2,1.75,2.75,0.5,0.25,1.0,1.0,2,1,7,3
383,840,498,2016211684,12,5,TIMESTAMP=1513235836576	USER=2016211684	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513240000000.0,1,154,1,4,0,563521.0,1,2,110,2,1,20,2,163,0,0,0,2,1,1,1,1,0.590788903,0.756773775,0.870552241,0.349370093,0.603870076,0.715802316,0.666666667,0.8,0.9,0.666666667,0.8,0.8,1,3.0,2.0,1.0,0.0,0.5,0.5,1,0,2,1
384,1073,499,2017011419,11,4,TIMESTAMP=1513235894650	USER=2017011419	TASK=11	QUERY= 陈明游泳馆办理游泳卡价格	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513240000000.0,1,149,5,13,1,54225.0,1,1,28,1,0,2,1,105,1,0,0,1,1,0,1,0,0.687147516,0.773893196,0.870554855,0.830810337,0.854700615,0.926878199,1.0,1.0,1.0,1.0,1.0,0.8,0,1.0,1.0,0.0,0.733333333,1.0,1.0,1,0,5,3
385,1237,500,2018000001,12,2,TIMESTAMP=1513235882709	USER=2018000001	TASK=12	QUERY=辽宁号与各国航母比较	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513240000000.0,0,151,4,10,0,164979.0,1,6,116,3,1,14,3,258,0,0,0,3,3,3,3,3,0.597761092,0.676547305,0.801668555,0.535478175,0.553561709,0.759815607,1.0,1.0,0.9,1.0,1.0,0.9,0,2.666666667,2.333333333,0.454545455,0.454545455,1.0,1.0,1,2,8,3
386,841,501,2016211684,12,1,TIMESTAMP=1513235932498	USER=2016211684	TASK=12	QUERY= 辽宁号 基本信息	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513240000000.0,0,154,2,9,0,83999.0,1,3,162,3,1,38,3,103,0,0,0,3,2,2,2,2,0.319817838,0.344294033,0.675910582,0.336771959,0.362819892,0.671940632,1.0,0.8,0.9,0.666666667,0.6,0.8,0,3.0,2.5,0.5,0.5,0.666666667,0.666666667,2,0,5,2
387,234,502,2014310881,10,4,TIMESTAMP=1513234836198	USER=2014310881	TASK=10	QUERY= iPhone6 港版怎么买	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513230000000.0,1,150,2,14,0,265015.0,1,3,115,3,1,16,3,0,0,0,0,3,3,3,3,3,0.830810337,0.813513307,0.926824183,0.830810337,0.813513307,0.926824183,1.0,1.0,1.0,1.0,1.0,1.0,2,2.666666667,2.666666667,0.2,0.666666667,1.0,1.0,2,0,2,3
388,842,503,2016211684,12,1,TIMESTAMP=1513236017457	USER=2016211684	TASK=12	QUERY= 辽宁号 历史	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513240000000.0,0,154,3,7,0,70769.0,1,4,173,4,1,64,4,121,0,0,0,4,2,0,2,0,0.209711468,0.313745435,0.654923965,0.209711468,0.24439689,0.622558849,0.666666667,0.8,0.9,0.666666667,0.6,0.8,1,0.5,0.5,0.2,0.4,0.5,0.5,1,2,9,3
