,QueryOrder,QueryLen,QueryDwellTime,NumClickedPage,NumClickedDoc,NumKeyDoc,NumRelevantDoc,AveDwellTime,TotalDwellTime,AveClickRank,ClickDepth,SearchEngineDwellTime,ClickPrecision,TimetoFirstLastClick,ReciproalRank,ratiofirstclick,ReformulationTime,isSegmentStart,isSegmentEnd,NumRelevantDoc_real,NumKeyDoc_real,DCG3,DCG5,DCG10,NDCG3,NDCG5,NDCG10,Precision3,Precision5,Precision10,ReciprocalRank,CBF1,CBF1_1,CBF1_2,averageRelevanceScore,irrelevantDocs30Num,new_unique_query_terms_num,query_similarity,NumOfClick3,NumOfClick5,NumOfClick6,state
737,1,2,62.3578,0,7,0,0,8.4468,59.1276,4.285714286,9,3.2302,0.0,59.1276,0,0.948198942,62.3578,1,0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,3,5,2,3
738,2,3,6.23,0,0,0,0,0.0,0.0,0.0,0,6.23,0.0,6.23,0,1.0,6.23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.5,0.25,0,0,0,1
739,3,5,25.0474,0,2,0,0,6.9068,13.8136,4.0,5,11.2338,0.0,13.8136,0,0.551498359,25.0474,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.4,0.6,1,2,0,3
740,4,2,27.517,0,1,0,0,19.878,19.878,1.0,1,7.639,0.0,19.878,0,0.722389795,27.517,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.166666667,0.166666667,1,1,0,1
741,5,3,20.7275,0,1,0,0,13.7432,13.7432,2.0,2,6.9843,0.0,13.7432,0,0.663041853,20.7275,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.5,0.25,1,1,0,1
742,6,2,9.8354,0,0,0,0,0.0,0.0,0.0,0,9.8354,0.0,9.8354,0,1.0,9.8354,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.25,0.25,0,0,0,1
743,7,2,5.2337,0,0,0,0,0.0,0.0,0.0,0,5.2337,0.0,5.2337,0,1.0,5.2337,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,1
744,8,3,22.5556,0,2,0,0,8.43505,16.8701,5.0,8,5.6855,0.0,16.8701,0,0.747933994,22.5556,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.333333333,0.666666667,1,1,1,3
745,1,1,80.9329,0,3,0,0,25.74293333,77.2288,4.0,6,3.7041,0.0,77.2288,0,0.954232457,80.9329,1,0,3,1,2.130929754,2.948459119,4.543559338,0.066666667,0.089942843,0.132170212,0.8,0.8,0.8,1,2.808516685,227.3014,0.0,2.0,0,0.0,0.0,1,2,1,2
746,2,2,70.7656,0,3,0,0,7.426666667,22.28,4.333333333,9,48.4856,0.0,22.28,0,0.31484224,70.7656,0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.173338458,12.2664,0.0,2.0,0,0.5,0.5,2,2,1,3
747,1,5,45.6302,0,1,0,0,34.2257,34.2257,4.0,4,11.4045,0.0,34.2257,0,0.750066842,45.6302,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,3
748,2,4,27.5526,0,1,1,1,23.654,23.654,1.0,1,3.8986,1.0,23.654,1,0.858503372,27.5526,0,0,1,1,8.130929754,0.0,0.0,0.782362612,0.0,0.0,1.0,1.0,1.0,1,2.575510115,70.962,0.0,3.0,0,0.285714286,0.285714286,1,1,0,2
749,3,4,29.7303,0,1,1,1,23.6503,23.6503,2.0,2,6.08,1.0,23.6503,2,0.795494832,29.7303,0,0,1,1,3.392789261,5.071671742,10.58824574,0.326456082,0.39482466,0.698760723,1.0,1.0,1.0,1,1.590989664,47.3006,0.0,2.0,0,0.333333333,0.333333333,1,1,0,2
750,4,5,48.2833,0,2,1,1,22.95265,45.9053,2.0,3,2.378,0.5,45.9053,1,0.950749017,48.2833,0,1,2,2,25.9639463,0.0,0.0,1.0,0.0,0.0,0.9,0.9,0.9,1,2.453204317,118.4488,0.0,4.0,0,0.428571429,0.285714286,2,2,0,2
751,1,3,77.7372,0,0,0,0,0.0,0.0,0.0,0,77.7372,0.0,77.7372,0,1.0,77.7372,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
752,1,4,61.4199,0,2,0,2,28.09335,56.1867,1.5,2,5.2332,1.0,56.1867,0,0.914796345,61.4199,1,0,2,0,2.130929754,2.561606312,2.561606312,1.0,1.0,1.0,0.2,0.2,0.2,1,0.914796345,56.1867,0.0,1.0,0,0.0,0.0,2,2,0,2
753,2,4,11.8993,0,0,0,0,0.0,0.0,0.0,0,11.8993,0.0,11.8993,0,1.0,11.8993,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
754,3,3,15.9521,0,0,0,0,0.0,0.0,0.0,0,15.9521,0.0,15.9521,0,1.0,15.9521,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,2,0.0,0.0,0.0,0.0,0,0.2,0.4,0,0,0,1
755,4,4,30.5321,0,1,0,0,22.9258,22.9258,1.0,1,7.6063,0.0,22.9258,0,0.750875308,30.5321,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.4,0.4,1,1,0,0
756,1,2,32.7331,0,1,0,0,14.9024,14.9024,0.0,1,17.8307,0.0,14.9024,0,0.455270048,32.7331,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,1
757,2,3,58.091,0,0,0,0,0.0,0.0,0.0,0,23.5765,0.0,23.5765,0,1.0,58.091,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.333333333,0.666666667,0,0,0,1
758,3,5,15.4668,0,0,0,0,0.0,0.0,0.0,0,34.5145,0.0,34.5145,0,1.0,15.4668,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.571428571,0.142857143,0,0,0,1
759,4,2,12.2643,0,0,0,0,0.0,0.0,0.0,0,12.2643,0.0,12.2643,0,1.0,12.2643,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.4,0,0,0,1
760,1,2,55.1189,0,2,0,0,25.17385,50.3477,2.5,3,4.7712,0.0,50.3477,0,0.91343804,55.1189,1,0,1,0,0.0,0.386852807,0.0,0.0,0.237197713,0.0,0.7,0.7,0.7,3,0.738100724,40.6833,0.0,0.5,0,0.0,0.0,2,2,0,3
761,2,2,18.984,0,1,0,0,14.032,14.032,2.0,2,4.952,0.0,14.032,0,0.739148757,18.984,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,2,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,1,1,0,0
762,3,2,11.9707,0,0,0,0,0.0,0.0,0.0,0,11.9707,0.0,11.9707,0,1.0,11.9707,0,1,0,0,-1.598197315,-2.211344339,-3.171070846,4.261859507,2.237869756,1.559950967,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
763,1,1,5.8945,0,0,0,0,0.0,0.0,0.0,0,5.8945,0.0,5.8945,0,1.0,5.8945,1,0,0,0,2.130929754,2.948459119,8.677366428,0.132102104,0.173966205,0.489233235,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
764,2,2,9.3994,0,0,0,0,0.0,0.0,0.0,0,9.3994,0.0,9.3994,0,1.0,9.3994,0,0,0,0,-0.25,0.0,0.0,-0.153286798,0.0,0.0,0.3,0.3,0.3,3,0.0,0.0,0.0,0.0,0,0.5,0.5,0,0,0,0
765,3,3,47.9779,0,1,0,0,39.8901,39.8901,1.0,1,8.0878,0.0,39.8901,0,0.831426553,47.9779,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.6,0.0,1,1,0,3
766,4,2,16.7094,0,0,0,0,0.0,0.0,0.0,0,16.7094,0.0,16.7094,0,1.0,16.7094,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.25,0.25,0,0,0,1
767,1,6,39.8215,20,0,0,0,0.0,0.0,0.0,0,67.2411,0.0,67.2411,0,1.0,39.8215,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
768,1,2,16.0564,0,0,0,0,0.0,0.0,0.0,0,16.0564,0.0,16.0564,0,1.0,16.0564,1,0,0,0,6.392789261,8.071671742,11.54249803,1.0,0.912529948,0.976559143,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
769,2,3,95.5336,0,1,1,1,61.208,61.208,1.0,1,34.3256,1.0,61.208,1,0.640696048,95.5336,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.922088145,183.624,0.0,3.0,0,0.5,0.25,1,1,0,2
770,3,2,15.827,0,0,0,0,0.0,0.0,0.0,0,15.827,0.0,15.827,0,1.0,15.827,0,1,0,0,2.130929754,3.722164733,0.0,0.395144266,0.599351653,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.25,0.25,0,0,0,1
771,1,1,117.8241,0,2,0,1,57.6934,115.3868,1.5,2,2.4373,0.5,115.3868,0,0.979314079,117.8241,1,1,1,0,1.630929754,2.017782561,3.61288278,0.765360637,0.684351548,0.795165752,0.9,0.9,0.9,1,0.61983584,73.0316,0.0,0.5,10,0.0,0.0,2,2,0,3
772,1,2,54.4256,0,2,0,0,23.24815,46.4963,3.0,4,7.9293,0.0,46.4963,0,0.854309369,54.4256,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,3,0.0,0.0,0.0,0.0,10,0.0,0.0,1,2,0,3
773,2,2,64.3889,0,2,0,0,28.57795,57.1559,4.5,8,7.233,0.0,57.1559,0,0.887666974,64.3889,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.5,0.0,1,1,1,3
774,1,3,91.4911,0,1,0,0,22.3022,22.3022,7.0,7,69.1889,0.0,22.3022,0,0.243763601,91.4911,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,3
775,2,4,40.2774,0,1,0,0,25.8357,25.8357,10.0,10,14.4417,0.0,25.8357,0,0.641444085,40.2774,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.25,0.75,0,0,1,3
776,3,3,39.2556,0,1,0,0,31.3231,31.3231,3.0,3,7.9325,0.0,31.3231,0,0.79792692,39.2556,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.2,0.4,1,1,0,3
777,1,3,16.0157,0,1,1,1,7.5509,7.5509,3.0,3,8.4648,1.0,7.5509,3,0.471468621,16.0157,1,1,1,1,2.130929754,2.948459119,6.44321575,0.333333333,0.408922167,0.731733023,0.8,0.8,0.8,1,0.942937243,15.1018,0.0,2.0,0,0.0,0.0,1,1,0,2
778,1,12,50.3085,0,0,0,0,0.0,0.0,0.0,0,50.3085,0.0,50.3085,0,1.0,50.3085,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
779,2,5,54.4038,0,0,0,0,0.0,0.0,0.0,0,54.4038,0.0,54.4038,0,1.0,54.4038,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.2,0.133333333,0,0,0,1
780,1,2,13.4193,0,0,0,0,0.0,0.0,0.0,0,13.4193,0.0,13.4193,0,1.0,13.4193,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
781,2,4,12.8946,0,0,0,0,0.0,0.0,0.0,0,12.8946,0.0,12.8946,0,1.0,12.8946,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.6,0.2,0,0,0,1
782,1,2,27.5275,0,0,0,0,0.0,0.0,0.0,0,27.5275,0.0,27.5275,0,1.0,27.5275,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
783,2,3,113.882,0,0,0,0,0.0,0.0,0.0,0,113.882,0.0,113.882,0,1.0,113.882,0,1,0,0,0.630929754,0.0,0.0,0.630929754,0.0,0.0,0.7,0.7,0.7,2,0.0,0.0,0.0,0.0,0,0.5,0.25,0,0,0,1
784,1,3,38.39,0,2,0,0,15.761,31.522,3.5,4,6.868,0.0,31.522,0,0.821099245,38.39,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,3
785,2,5,117.51,0,5,0,1,21.74542,108.7271,3.4,6,8.7829,0.2,108.7271,0,0.925258276,117.51,0,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.4,0.6,3,4,1,3
786,1,3,54.802,0,2,0,0,24.9929,49.9858,2.5,4,4.8162,0.0,49.9858,0,0.912116346,54.802,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,3
787,2,3,36.5026,0,1,0,1,32.674,32.674,2.0,2,3.8286,1.0,32.674,0,0.895114321,36.5026,0,1,1,0,5.130929754,0.0,0.0,0.802612059,0.0,0.0,1.0,1.0,1.0,1,0.895114321,32.674,0.0,1.0,0,0.25,0.5,1,1,0,3
788,1,3,22.2618,0,0,0,0,0.0,0.0,0.0,0,22.2618,0.0,22.2618,0,1.0,22.2618,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
789,2,4,16.304,0,0,0,0,0.0,0.0,0.0,0,16.304,0.0,16.304,0,1.0,16.304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.4,0.4,0,0,0,0
790,3,2,5.8237,0,0,0,0,0.0,0.0,0.0,0,5.8237,0.0,5.8237,0,1.0,5.8237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.333333333,0.0,0,0,0,1
791,4,2,48.6443,0,0,0,0,0.0,0.0,0.0,0,48.6443,0.0,48.6443,0,1.0,48.6443,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,1
792,5,5,51.2211,0,0,0,0,0.0,0.0,0.0,0,45.061,0.0,45.061,0,1.0,51.2211,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,4,0.0,0.0,0.0,0.0,0,0.666666667,0.166666667,0,0,0,0
793,6,3,6.1091,0,0,0,0,0.0,0.0,0.0,0,6.1601,0.0,6.1601,0,1.0,6.1091,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.375,0.0,0,0,0,1
794,7,4,10.6555,0,0,0,0,0.0,0.0,0.0,0,6.1091,0.0,6.1091,0,1.0,10.6555,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.25,0.75,0,0,0,1
795,8,2,8.8738,0,0,0,0,0.0,0.0,0.0,0,8.8738,0.0,8.8738,0,1.0,8.8738,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.2,0.2,0,0,0,1
796,1,5,34.5179,0,0,0,0,0.0,0.0,0.0,0,34.5179,0.0,34.5179,0,1.0,34.5179,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
797,2,4,74.9955,0,0,0,0,0.0,0.0,0.0,0,74.9955,0.0,74.9955,0,1.0,74.9955,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.285714286,0.285714286,0,0,0,1
798,1,2,22.0931,0,1,0,0,7.0039,7.0039,1.0,1,15.0892,0.0,7.0039,0,0.31701753,22.0931,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0
799,2,2,48.1923,0,1,0,0,45.71,45.71,4.0,4,2.4823,0.0,45.71,0,0.948491772,48.1923,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,10,0.333333333,0.333333333,0,1,0,0
800,3,7,14.0566,0,0,0,0,0.0,0.0,0.0,0,14.0566,0.0,14.0566,0,1.0,14.0566,0,0,0,0,1.630929754,2.448459119,0.0,0.765360637,0.955829593,0.0,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.777777778,0.0,0,0,0,1
801,4,1,52.6826,0,0,0,0,0.0,0.0,0.0,0,52.6826,0.0,52.6826,0,1.0,52.6826,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.125,0.0,0,0,0,1
802,5,3,14.8519,0,0,0,0,0.0,0.0,0.0,0,14.8519,0.0,14.8519,0,1.0,14.8519,0,0,0,0,0.5,0.0,0.0,0.234639363,0.0,0.0,0.7,0.7,0.7,3,0.0,0.0,0.0,0.0,0,0.75,0.0,0,0,0,1
803,6,3,21.2712,0,0,0,0,0.0,0.0,0.0,0,21.2712,0.0,21.2712,0,1.0,21.2712,0,1,0,0,0.0,0.386852807,0.0,0.0,0.386852807,0.0,0.3,0.3,0.3,5,0.0,0.0,0.0,0.0,0,0.25,0.5,0,0,0,0
804,1,4,17.5455,0,0,0,0,0.0,0.0,0.0,0,17.5455,0.0,17.5455,0,1.0,17.5455,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
805,2,4,116.0223,0,3,0,3,28.99173333,86.9752,3.666666667,7,29.0471,1.0,86.9752,0,0.749642095,116.0223,0,1,3,0,2.130929754,2.130929754,3.369822786,1.0,0.722726573,0.741670249,0.9,0.9,0.9,1,0.749642095,86.9752,0.0,1.0,0,0.5,0.0,2,2,1,2
806,1,3,17.5587,0,0,0,0,0.0,0.0,0.0,0,17.5587,0.0,17.5587,0,1.0,17.5587,1,0,0,0,3.130929754,3.561606312,4.867641705,0.757923746,0.719740474,0.817614969,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
807,2,6,23.3265,0,0,0,0,0.0,0.0,0.0,0,23.3265,0.0,23.3265,0,1.0,23.3265,0,0,0,0,3.130929754,0.0,0.0,0.757923746,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.5,0.5,0,0,0,1
808,3,4,21.3913,0,0,0,0,0.0,0.0,0.0,0,21.3913,0.0,21.3913,0,1.0,21.3913,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.142857143,0.428571429,0,0,0,1
809,4,4,15.6074,0,0,0,0,0.0,0.0,0.0,0,15.6074,0.0,15.6074,0,1.0,15.6074,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.2,0.6,0,0,0,1
810,5,5,30.3729,0,0,0,0,0.0,0.0,0.0,0,30.3729,0.0,30.3729,0,1.0,30.3729,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.2,0.8,0,0,0,1
811,6,5,16.9271,0,0,0,0,0.0,0.0,0.0,0,16.9271,0.0,16.9271,0,1.0,16.9271,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.166666667,0.666666667,0,0,0,1
812,7,4,29.9385,0,0,0,0,0.0,0.0,0.0,0,29.9385,0.0,29.9385,0,1.0,29.9385,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.8,0,0,0,1
813,1,3,12.4639,0,0,0,0,0.0,0.0,0.0,0,12.4639,0.0,12.4639,0,1.0,12.4639,1,0,0,0,4.916508275,5.73403764,8.407188905,0.473069178,0.511496402,0.688249357,0.8,0.8,0.8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
814,2,4,34.4423,0,0,0,0,0.0,0.0,0.0,0,34.4423,0.0,34.4423,0,1.0,34.4423,0,0,0,0,4.916508275,0.0,0.0,0.473069178,0.0,0.0,0.9,0.9,0.9,2,0.0,0.0,0.0,0.0,0,0.25,0.75,0,0,0,1
815,3,4,35.0809,0,0,0,0,0.0,0.0,0.0,0,35.0809,0.0,35.0809,0,1.0,35.0809,0,0,0,0,0.0,3.401588714,6.229678678,0.0,0.303433723,0.523508606,0.7,0.7,0.7,4,0.0,0.0,0.0,0.0,0,0.2,0.6,0,0,0,1
816,4,6,35.1462,0,0,0,0,0.0,0.0,0.0,0,35.1462,0.0,35.1462,0,1.0,35.1462,0,1,0,0,1.630929754,4.083517849,4.755189913,0.302427867,0.657537575,0.724156129,0.6,0.6,0.6,1,0.0,0.0,0.0,0.0,0,0.428571429,0.428571429,0,0,0,1
817,1,9,64.7921,0,0,0,0,0.0,0.0,0.0,0,64.7921,0.0,64.7921,0,1.0,64.7921,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
818,1,3,33.362,0,1,0,1,16.5814,16.5814,8.0,8,16.7806,1.0,16.5814,0,0.497014567,33.362,1,0,1,0,3.130929754,4.809812235,6.071579121,0.580577064,0.774487192,0.807782484,0.9,0.9,0.9,1,0.497014567,16.5814,0.0,1.0,0,0.0,0.0,0,0,1,3
819,2,3,16.1418,0,0,0,0,0.0,0.0,0.0,0,16.1418,0.0,16.1418,0,1.0,16.1418,0,0,0,0,2.130929754,0.0,0.0,1.0,0.0,0.0,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.25,0.5,0,0,0,1
820,3,3,75.7281,0,2,1,1,35.66565,71.3313,4.5,7,4.3968,0.5,71.3313,7,0.94193965,75.7281,0,0,2,1,2.130929754,0.0,0.0,0.395144266,0.0,0.0,0.9,0.9,0.9,1,1.711340969,129.5966,0.0,1.5,0,0.25,0.5,1,1,1,2
821,4,3,65.5894,0,2,0,1,28.17665,56.3533,3.0,5,9.2361,0.5,56.3533,0,0.859183039,65.5894,0,1,2,1,2.130929754,2.948459119,7.021345402,0.333333333,0.365284815,0.726338164,0.9,0.9,0.9,1,1.289859337,84.6011,0.0,1.5,0,0.25,0.5,1,2,0,2
822,1,1,4.0768,0,0,0,0,0.0,0.0,0.0,0,4.0768,0.0,4.0768,0,1.0,4.0768,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
823,2,2,7.4207,0,0,0,0,0.0,0.0,0.0,0,7.4207,0.0,7.4207,0,1.0,7.4207,0,0,0,0,1.5,1.563845389,1.563845389,0.703918089,0.733879372,0.817000132,0.3,0.3,0.3,1,0.0,0.0,0.0,0.0,0,0.5,0.5,0,0,0,0
824,3,3,8.9682,0,0,0,0,0.0,0.0,0.0,0,8.9682,0.0,8.9682,0,1.0,8.9682,0,0,0,0,3.130929754,4.809812235,6.071579121,0.580577064,0.774487192,0.807782484,0.9,0.9,0.9,1,0.0,0.0,0.0,0.0,0,0.5,0.25,0,0,0,1
825,4,3,29.3853,10,2,0,0,10.37985,20.7597,0.0,9,8.6256,0.0,20.7597,0,0.706465478,29.3853,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1,0.215489959,12.4876,0.0,0.5,0,0.4,0.2,1,1,1,3
826,5,3,36.3354,20,1,0,0,28.5504,28.5504,0.0,5,29.1541,0.0,28.5504,0,0.494769039,36.3354,0,1,1,0,2.130929754,0.0,0.0,0.333333333,0.0,0.0,0.733333333,0.733333333,0.733333333,2,0.494769039,28.5504,0.0,1.0,0,0.25,0.5,0,1,0,1
827,1,5,106.6445,0,2,0,0,15.42565,30.8513,1.5,2,75.7932,0.0,30.8513,0,0.289291056,106.6445,1,1,2,0,2.130929754,2.948459119,5.723748982,0.333333333,0.333333333,0.513207606,1.0,1.0,1.0,1,0.289291056,30.8513,0.0,1.0,0,0.0,0.0,2,2,0,3
828,1,2,87.9441,0,3,0,0,28.56276667,85.6883,2.333333333,4,2.2558,0.0,85.6883,0,0.974349615,87.9441,1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,2,3,0,3
829,1,2,68.3112,0,1,0,0,64.08,64.08,5.0,5,4.2312,0.0,64.08,0,0.938059937,68.3112,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1,0.0,0.0,0.0,0.0,10,0.0,0.0,0,1,0,3
830,2,6,14.9492,0,0,0,0,0.0,0.0,0.0,0,14.9492,0.0,14.9492,0,1.0,14.9492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,2,0.0,0.0,0.0,0.0,0,0.714285714,0.142857143,0,0,0,1
831,3,3,52.4061,0,2,0,0,22.22915,44.4583,5.0,6,7.9478,0.0,44.4583,0,0.848342082,52.4061,0,1,0,0,-0.375,-0.698007419,0.0,0.0,0.0,0.0,0.4,0.4,0.4,5,0.0,0.0,0.0,0.0,0,0.142857143,0.285714286,0,1,1,3
